site_number,state,runway_id,runway_length,runway_width,runway_surface_type_condition,runway_surface_treatment,pavement_class,edge_lights_intensity,base_end_id,base_end_true_alignment,base_end_ils_type,base_end_right_traffic_pattern,base_end_markings_type,base_end_markings_condition,base_end_physical_latitude,base_end_physical_latitude_s,base_end_physical_longitude,base_end_physical_longitude_s,base_end_physical_elevation,base_end_crossing_height,base_end_glide_path_angle,base_end_displaced_latitude,base_end_displaced_latitude_s,base_end_displaced_longitude,base_end_displaced_longitude_s,base_end_displaced_elevation,base_end_displaced_length,base_end_tdz_elevation,base_end_vasi,base_end_rvr,base_end_rvv,base_end_als,base_end_reil,base_end_centerline_lights,base_end_touchdown_lights,base_end_object_description,base_end_object_mark_light,base_end_part77_category,base_end_object_clear_slope,base_end_object_height,base_end_object_distance,base_end_object_offset,reciprocal_end_id,reciprocal_end_true_alignment,reciprocal_end_ils_type,reciprocal_end_right_traffic_pattern,reciprocal_end_markings_type,reciprocal_end_markings_condition,reciprocal_end_physical_latitude,reciprocal_end_physical_latitude_s,reciprocal_end_physical_longitude,reciprocal_end_physical_longitude_s,reciprocal_end_physical_elevation,reciprocal_end_crossing_height,reciprocal_end_glide_path_angle,reciprocal_end_displaced_latitude,reciprocal_end_displaced_latitude_s,reciprocal_end_displaced_longitude,reciprocal_end_displaced_longitude_s,reciprocal_end_displaced_elevation,reciprocal_end_displaced_length,reciprocal_end_tdz_elevation,reciprocal_end_vasi,reciprocal_end_rvr,reciprocal_end_rvv,reciprocal_end_als,reciprocal_end_reil,reciprocal_end_centerline_lights,reciprocal_end_touchdown_lights,reciprocal_end_object_description,reciprocal_end_object_mark_light,reciprocal_end_part77_category,reciprocal_end_object_clear_slope,reciprocal_end_object_height,reciprocal_end_object_distance,reciprocal_end_object_offset,runway_length_source,runway_length_source_date,runway_weight_bearing_capacity_sw,runway_weight_bearing_capacity_dw,runway_weight_bearing_capacity_dt,runway_weight_bearing_capacity_ddt,base_end_gradient,base_end_gradient_direction,base_end_position_source,base_end_position_source_date,base_end_elevation_source,base_end_elevation_source_date,base_end_displaced_threshold_position_source,base_end_displaced_threshold_position_source_date,base_end_displaced_threshold_elevation_source,base_end_displaced_threshold_elevation_source_date,base_end_touchdown_zone_elevation_source,base_end_touchdown_zone_elevation_source_date,base_end_take_off_run_available_tora,base_end_take_off_distance_available_toda,base_end_aclt_stop_distance_available_asda,base_end_landing_distance_available_lda,base_end_landing_distance_available_lahso,base_end_landing_distance_available_lahso_int_rwy_id,base_end_landing_distance_available_lahso_int_entity_desc,base_end_landing_distance_available_lahso_hld_pt_latitude,base_end_landing_distance_available_lahso_hld_pt_latitude_s,base_end_landing_distance_available_lahso_hld_pt_longitude,base_end_landing_distance_available_lahso_hld_pt_longitude_s,base_end_landing_distance_available_lahso_coord_src,base_end_landing_distance_available_lahso_coord_src_date,reciprocal_end_gradient,reciprocal_end_gradient_direction,reciprocal_end_position_source,reciprocal_end_position_source_date,reciprocal_end_elevation_source,reciprocal_end_elevation_source_date,reciprocal_end_displaced_threshold_position_source,reciprocal_end_displaced_threshold_position_source_date,reciprocal_end_displaced_threshold_elevation_source,reciprocal_end_displaced_threshold_elevation_source_date,reciprocal_end_touchdown_zone_elevation_source,reciprocal_end_touchdown_zone_elevation_source_date,reciprocal_end_take_off_run_available_tora,reciprocal_end_take_off_distance_available_toda,reciprocal_end_aclt_stop_distance_available_asda,reciprocal_end_landing_distance_available_lda,reciprocal_end_landing_distance_available_lahso,reciprocal_end_landing_distance_available_lahso_int_rwy_id,reciprocal_end_landing_distance_available_lahso_int_entity_desc,reciprocal_end_landing_distance_available_lahso_hld_pt_latitude,reciprocal_end_landing_distance_available_lahso_hld_pt_latitude_s,reciprocal_end_landing_distance_available_lahso_hld_pt_longitude,reciprocal_end_landing_distance_available_lahso_hld_pt_longitude_s,reciprocal_end_landing_distance_available_lahso_coord_src,reciprocal_end_landing_distance_available_lahso_coord_src_date
09515.1*A,MI,18/36,3197,75,ASPH-G,GRVD,,MED,18,180,,N,NPI,F,43-19-30.7011N,155970.7011N,084-41-23.8129W,304883.8129W,752.5,,,,,,,,,753.4,,,,,,,,TREES,,A(NP),15,97,1692,120L/R,36,0,,N,NPI,F,43-18-59.1303N,155939.1303N,084-41-24.0046W,304884.0046W,753.3,,,,,,,,,753.6,,,,,,,,TREES,,A(V),8,82,930,300L/R,3RD PARTY SURVEY,2008-11-04 00:00:00,26,,,,,,3RD PARTY SURVEY,2008-11-04 00:00:00,3RD PARTY SURVEY,2008-11-04 00:00:00,,,,,3RD PARTY SURVEY,2008-11-04 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2008-11-04 00:00:00,3RD PARTY SURVEY,2008-11-04 00:00:00,,,,,3RD PARTY SURVEY,2008-11-04 00:00:00,,,,,,,,,,,,,
09518.*A,MI,01/19,9001,150,CONC-G,GRVD,17 /R/B/Y/U,HIGH,01,360,ILS,N,PIR,G,45-03-53.7879N,162233.7879N,083-33-40.9254W,300820.9254W,682.9,54,3,,,,,,,685,P4L,,N,MALSR,N,N,N,TREE,,PIR,43,68,3190,329R,19,180,,N,PIR,G,45-05-22.6560N,162322.6560N,083-33-41.3643W,300821.3643W,683,39,3,,,,,,,683,P4L,,N,,Y,N,N,TREE,,D,35,56,2174,440R,3RD PARTY SURVEY,2012-07-22 00:00:00,95,115,170,468,,,3RD PARTY SURVEY,2012-07-22 00:00:00,3RD PARTY SURVEY,2012-07-22 00:00:00,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,9001,9001,9001,9001,,,,,,,,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,3RD PARTY SURVEY,2012-07-22 00:00:00,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,9001,9001,9001,9001,,,,,,,,,
09518.*A,MI,07/25,5028,100,CONC-F,GRVD,4 /R/B/Z/U,MED,07,60,,N,NPI,G,45-04-33.7376N,162273.7376N,083-34-00.1151W,300840.1151W,689.5,49,3,,,,,,,689.5,P4L,,N,,Y,N,N,TREES,,B(V),21,46,1200,0B,25,240,,N,NPI,G,45-04-58.7040N,162298.7040N,083-32-59.5536W,300779.5536W,679.6,48,3,,,,,,,681.9,P4L,,N,,Y,N,N,TREES,,B(V),33,80,2866,427L,3RD PARTY SURVEY,2012-07-22 00:00:00,93,111,170,438,,,3RD PARTY SURVEY,2012-07-22 00:00:00,3RD PARTY SURVEY,2012-07-22 00:00:00,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,5031,5031,5031,5031,,,,,,,,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,3RD PARTY SURVEY,2012-07-22 00:00:00,,,,,3RD PARTY SURVEY,2012-07-22 00:00:00,5031,5031,5031,5031,,,,,,,,,
09524.*A,MI,06/24,3505,75,CONC-F,GRVD,,MED,06,55,,N,NPI,F,42-13-12.8777N,151992.8777N,083-45-00.3829W,301500.3829W,831.3,20,3,,,,,,,831.3,P4L,,N,,Y,N,N,TREES,,A(NP),50,,,,24,235,,N,NPI,F,42-13-32.9683N,152012.9683N,083-44-22.4468W,301462.4468W,826,20,3,,,,,,,830.7,V2L,,N,,,N,N,ROAD,,A(NP),25,15,580,0B,NGS,2005-09-16 00:00:00,45,70,,,,,NGS,2005-09-16 00:00:00,NGS,2005-09-16 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,,,,NGS,2005-09-16 00:00:00,NGS,2005-09-16 00:00:00,,,,,AVN,2011-04-11 00:00:00,,,,,,,,,,,,,
09524.*A,MI,12/30,2813,110,TURF-F,,,,12,122,,N,,,42-13-29.3000N,152009.3000N,083-45-04.0000W,301504.0000W,839,,,,,,,,,839,,,N,,N,N,N,TREES,,A(V),22,44,990,0B,30,302,,N,,,42-13-14.8000N,151994.8000N,083-44-32.1000W,301472.1000W,822,,,,,,,,,839,,,N,,N,N,N,TREES,,A(V),8,60,500,274L,STATE,2001-09-18 00:00:00,,,,,,,FAA-EST,1991-09-19 00:00:00,FAA-EST,1991-09-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA-EST,1991-09-19 00:00:00,FAA-EST,1991-09-19 00:00:00,,,,,,,,,,,,,,,,,,,
09527.*A,MI,05/23,3000,60,ASPH-G,,,LOW,05,46,,,BSC,G,44-59-37.4500N,161977.4500N,084-07-53.0400W,302873.0400W,880,,,44-59-47.5800N,161987.5800N,084-07-37.9200W,302857.9200W,,1494,,,,,,,,,TREES,,A(V),3,80,392,135L,23,226,,,BSC,G,44-59-57.7900N,161997.7900N,084-07-22.6900W,302842.6900W,872,22,4,44-59-55.2800N,161995.2800N,084-07-26.4300W,302846.4300W,,370,,P2L,,,,,,,TREES,,A(V),15,46,904,125R,,,,,,,,,FAA OE/AAA,2016-08-23 00:00:00,FAA OE/AAA,2016-08-23 00:00:00,FAA-EST,2016-08-23 00:00:00,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-08-23 00:00:00,FAA OE/AAA,2016-08-23 00:00:00,FAA-EST,2016-08-23 00:00:00,,,,,,,,,,,,,,,,,
09527.*A,MI,13/31,3223,100,TURF-F,,,LOW,13,127,,N,,,44-59-59.5200N,161999.5200N,084-07-56.1200W,302876.1200W,876,,,44-59-55.0100N,161995.0100N,084-07-47.7000W,302867.7000W,,758,,,,,,,,,TREES,,A(V),0,58,50,120L,31,307,,N,,,44-59-40.3600N,161980.3600N,084-07-20.3000W,302840.3000W,872.8,,,44-59-43.7400N,161983.7400N,084-07-26.6200W,302846.6200W,,569,,,,,,,,,TREES,,A(V),3,62,200,125R,,,,,,,,,FAA OE/AAA,2016-08-23 00:00:00,FAA OE/AAA,2016-08-23 00:00:00,FAA-EST,2016-08-23 00:00:00,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2016-08-23 00:00:00,FAA OE/AAA,2016-08-23 00:00:00,FAA-EST,2016-08-23 00:00:00,,,,,,,,,,,,,,,,,
09530.91*A,MI,09/27,2105,100,TURF-F,,,,09,87,,Y,,,43-01-49.1800N,154909.1800N,082-40-24.2200W,297624.2200W,726,,,,,,,,,,,,N,,N,N,N,TREES,,A(V),0,15,0,67L,27,267,,,,,43-01-50.2600N,154910.2600N,082-39-55.9200W,297595.9200W,724,,,,,,,,,,,,N,,N,N,N,TREES,,A(V),0,62,0,68L,,,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2001-07-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,,,,,,,,,,,,,
09532.*A,MI,04/22,3495,75,ASPH-F,,,MED,04,28,,N,NPI,F,43-46-43.0697N,157603.0697N,082-59-20.6444W,298760.6444W,754.6,25,3,43-46-45.6796N,157605.6796N,082-59-18.7012W,298758.7012W,755,300,763.3,P4L,,N,,,N,N,RR,,A(NP),0,23,201,250L,22,208,,N,NPI,F,43-47-13.4456N,157633.4456N,082-58-58.0252W,298738.0252W,762,45,3.5,,,,,,,763.3,P4L,,N,,,N,N,TREES,,A(NP),5,47,435,285R,NGS,2006-08-26 00:00:00,16,,,,,,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,,,,,,,,,,,,,,,,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,,,,,NGS,2006-08-26 00:00:00,,,,,,,,,,,,,
09532.*A,MI,17/35,5009,75,ASPH-F,,,MED,17,165,,,NPI,F,43-47-06.1383N,157626.1383N,082-59-15.2023W,298755.2023W,762.8,40,3,,,,,,,762.8,P4L,,,,Y,,,TREES,,A(NP),20,80,1800,202L,35,345,,,NPI,F,43-46-18.4044N,157578.4044N,082-58-57.2755W,298737.2755W,753.1,41,3,,,,,,,755.8,P4L,,,,Y,,,TREES,,A(NP),20,81,1835,200L,NGS,2006-08-26 00:00:00,,,,,,,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,,,,,NGS,2006-08-26 00:00:00,,,,,,,,,,,,,,,,NGS,2006-08-26 00:00:00,NGS,2006-08-26 00:00:00,,,,,NGS,2006-08-26 00:00:00,,,,,,,,,,,,,
09532.01*A,MI,08/26,2523,65,TURF-F,,,NSTD,08,77,,,,,43-50-43.6200N,157843.6200N,083-03-05.2200W,298985.2200W,725,,,,,,,,,,,,,,,,,TREES,,A(V),0,60,0,60B,26,257,,,,,43-50-49.2600N,157849.2600N,083-02-31.6800W,298951.6800W,725,,,43-50-47.9751N,157847.9751N,083-02-39.3228W,298959.3228W,,575,,,,,,,,,PLINE,M,A(V),2,20,40,0B,STATE,2003-05-28 00:00:00,,,,,,,STATE,2003-05-28 00:00:00,FAA OE/AAA,2014-05-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,STATE,2003-05-28 00:00:00,FAA OE/AAA,2014-05-07 00:00:00,FAA-EST,2012-07-20 00:00:00,,,,,,,,,,,,,,,,,
09536.*A,MI,05/23,2800,100,TURF-F,,,,05,47,,N,,,43-52-24.9000N,157944.9000N,085-51-01.5000W,309061.5000W,816,,,43-52-30.2441N,157950.2441N,085-50-53.4561W,309053.4561W,816,800,822,,,N,,N,N,N,TREES,,A(V),6,71,400,130L,23,227,,N,,,43-52-43.6000N,157963.6000N,085-50-33.3500W,309033.3500W,822,,,43-52-38.2563N,157958.2563N,085-50-41.3949W,309041.3949W,825,800,822,,,N,,N,N,N,TREES,,A(V),3,60,234,0B,,,,,,,,,FAA OE/AAA,2014-03-12 00:00:00,FAA OE/AAA,2014-03-12 00:00:00,FAA-EST,2014-03-12 00:00:00,,,FAA OE/AAA,2019-07-30 00:00:00,,,,,,,,,,,,,,,,FAA OE/AAA,2014-03-12 00:00:00,FAA OE/AAA,2019-07-30 00:00:00,FAA-EST,2014-03-12 00:00:00,,,FAA OE/AAA,2019-07-30 00:00:00,,,,,,,,,,,,,
09536.*A,MI,09/27,3800,75,ASPH-F,,,,09,94,,N,BSC,G,43-52-31.5000N,157951.5000N,085-50-45.6370W,309045.6370W,818,,,,,,,,,826,,,N,,N,N,N,TREES,,A(V),20,69,1588,0B,27,274,,N,BSC,G,43-52-28.9350N,157948.9350N,085-49-53.8840W,308993.8840W,828,,,,,,,,,828,,,N,,N,N,N,TREES,,A(V),20,60,1400,0B,,,10,,,,,,,,,,,,,,FAA-EST,2019-10-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09539.*A,MI,09/27,1865,50,TURF-F,,,LOW,09,90,,,,,43-07-42.8600N,155262.8600N,084-23-05.2300W,303785.2300W,682,,,,,,,,,,,,,,,,,BLDG,,A(V),3,30,102,60R,27,270,,,,,43-07-42.9500N,155262.9500N,084-22-40.0800W,303760.0800W,683,,,,,,,,,,,,,,,,,TREES,,A(V),0,60,0,125R,,,,,,,,,FAA-EST IMAGERY,,FAA-EST IMAGERY,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,,FAA-EST IMAGERY,2019-07-24 00:00:00,,,,,,,,,,,,,,,,,,,
09547.8*A,MI,08/26,1994,100,TURF-G,,,LOW,08,81,,N,,,42-50-26.0600N,154226.0600N,084-28-57.7900W,304137.7900W,840,,,,,,,,,,,,N,,N,N,N,TREES,,A(V),5,76,417,60L,26,261,,N,,,42-50-29.1300N,154229.1300N,084-28-31.3500W,304111.3500W,854,,,42-50-28.8222N,154228.8222N,084-28-34.0017W,304114.0017W,855,200,,,,N,,N,N,N,TREE,,A(V),16,42,687,20R,FAA-EST,2019-08-01 00:00:00,,,,,,,FAA OE/AAA,2019-08-01 00:00:00,FAA OE/AAA,2019-08-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2019-08-01 00:00:00,FAA OE/AAA,2019-08-01 00:00:00,FAA-EST,2019-08-01 00:00:00,FAA OE/AAA,2019-08-01 00:00:00,,,,,,,,,,,,,,,
09548.*A,MI,05L/23R,10004,150,ASPH-G,GRVD,27 /F/B/X/T,HIGH,05L,43,,N,PIR,G,42-17-44.6330N,152264.6330N,085-15-57.5229W,306957.5229W,951.8,48,3,,,,,,,951.8,P4L,R,,,Y,,,,,C,50,,,,23R,223,ILS,N,PIR,G,42-18-57.3726N,152337.3726N,085-14-27.4058W,306867.4058W,928.4,49,3,,,,,,,928.8,P4L,T,Y,MALSR,,,,POLE,L,PIR,43,19,1033,288R,3RD PARTY SURVEY,2007-10-23 00:00:00,100,200,400,900,,,3RD PARTY SURVEY,2007-10-23 00:00:00,3RD PARTY SURVEY,2007-10-23 00:00:00,,,,,3RD PARTY SURVEY,2007-10-23 00:00:00,10004,10004,10004,10004,7000,13/31,,42-18-35.5446N,152315.5446N,085-14-54.4720W,306894.4720W,FAA-EST,2007-07-17 00:00:00,,,3RD PARTY SURVEY,2007-10-23 00:00:00,3RD PARTY SURVEY,2007-10-23 00:00:00,,,,,3RD PARTY SURVEY,2007-10-23 00:00:00,10004,10004,10004,10004,,,,,,,,,
09548.*A,MI,05R/23L,4100,75,ASPH,,13 /F/C/X/T,MED,05R,43,,N,NPI,G,42-17-57.9332N,152277.9332N,085-15-00.7071W,306900.7071W,925,25,3,,,,,,,926.9,P4L,,,,Y,,,,,B(V),,,,,23L,223,,N,NPI,G,42-18-27.7449N,152307.7449N,085-14-23.7712W,306863.7712W,930,30,3,,,,,,,930,P4L,,,,Y,,,,,B(V),,,,,STATE,2010-09-20 00:00:00,12.5,,,,,,STATE,2010-09-20 00:00:00,STATE,2011-04-01 00:00:00,,,,,STATE,2011-04-01 00:00:00,4100,4100,4100,4100,,,,,,,,,,,,STATE,2010-09-20 00:00:00,STATE,2011-04-01 00:00:00,,,,,STATE,2011-04-01 00:00:00,4100,4100,4100,4100,,,,,,,,,
09548.*A,MI,13/31,4835,100,ASPH-G,GRVD,15 /F/C/X/T,MED,13,126,,N,PIR,G,42-18-51.0068N,152331.0068N,085-15-16.5345W,306916.5345W,919.8,42,3,,,,,,,926.5,P4L,,,,Y,,,RR,,B(V),20,20,601,281R,31,306,,N,PIR,G,42-18-22.8575N,152302.8575N,085-14-24.5162W,306864.5162W,929.4,25,3,,,,,,,930.1,P4L,,,,Y,,,ROAD,,C,22,15,530,6R,3RD PARTY SURVEY,2007-10-23 00:00:00,40,65,100,,,,3RD PARTY SURVEY,2007-10-23 00:00:00,3RD PARTY SURVEY,2007-10-23 00:00:00,,,,,AVN,2011-04-14 00:00:00,4835,4835,4835,4835,,,,,,,,,,,,3RD PARTY SURVEY,2007-10-23 00:00:00,3RD PARTY SURVEY,2007-10-23 00:00:00,,,,,AVN,2011-04-11 00:00:00,4835,4835,4835,4835,,,,,,,,,
09551.*A,MI,05/23,2599,75,ASPH-F,,,MED,05,45,,N,BSC,G,43-32-38.4770N,156758.4770N,083-53-59.0379W,302039.0379W,583.6,,,43-32-40.0604N,156760.0604N,083-53-56.8842W,302036.8842W,583,226,584,,,N,,N,N,N,TREES,,A(V),17,54,1148,50R,23,225,,N,BSC,G,43-32-56.7076N,156776.7076N,083-53-34.2030W,302014.2030W,584,,,43-32-55.5940N,156775.5940N,083-53-35.7186W,302015.7186W,583.7,159,584,,,N,,N,N,N,ROAD,,A(V),3,20,260,125L,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,,,,,,,
09551.*A,MI,09W/27W,3500,500,WATER-E,,,,09W,,,N,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,27W,,,N,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,
09551.*A,MI,13W/31W,2600,400,WATER-E,,,,13W,,,,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,31W,,,,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,
09551.*A,MI,18/36,3798,75,ASPH-F,,,MED,18,176,,N,NPI,G,43-33-08.6183N,156788.6183N,083-53-43.4201W,302023.4201W,584.5,27,4,,,,,,,584.6,P4L,,N,,N,N,N,TREES,,A(NP),20,76,1730,0B,36,356,,N,NPI,G,43-32-31.1934N,156751.1934N,083-53-40.0141W,302020.0141W,582.4,27,4,,,,,,,583.9,P4L,,N,,N,N,N,TREES,,A(NP),20,60,1445,0B,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,NGS,2006-08-31 00:00:00,NGS,2006-08-31 00:00:00,,,,,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,,,,,,,,,,NGS,2006-08-31 00:00:00,NGS,2006-08-31 00:00:00,,,,,3RD PARTY SURVEY,2015-09-08 00:00:00,,,,,,,,,,,,,
09551.*A,MI,18W/36W,3500,500,WATER-E,,,,18W,,,N,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,36W,,,N,NONE,,,,,,580,,,,,,,,,,,,N,,N,N,N,,,A(V),,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,ADO,2011-06-06 00:00:00,,,,,,,,,,,,,,,,,,,
09555.*A,MI,05/23,2054,120,TURF-F,,,,05,44,,N,NONE,F,45-41-30.5461N,164490.5461N,085-34-09.6666W,308049.6666W,665.5,,,,,,,,,665.5,,,N,,N,N,N,TREES,,A(V),20,55,1100,0B,23,224,,N,NONE,F,45-41-44.9870N,164504.9870N,085-33-49.3441W,308029.3441W,664.9,,,45-41-39.6232N,164499.6232N,085-33-56.8927W,308036.8927W,663.9,763,665.5,,,N,,N,N,N,TREES,,A(V),6,43,258,130B,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,
09555.*A,MI,09/27,4299,75,ASPH-G,,,MED,09,90,,N,NPI,G,45-41-29.5877N,164489.5877N,085-34-39.7744W,308079.7744W,669.7,24,3,,,,,,,669.8,P4L,,N,,Y,N,N,,,A(V),50,,,,27,270,,N,NPI,G,45-41-29.0310N,164489.0310N,085-33-39.2202W,308019.2202W,667.3,40,4,,,,,,,668.2,P4L,,,,Y,N,,TREES,,A(NP),20,97,2200,B,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,
09555.*A,MI,14/32,3278,120,TURF-F,,,,14,132,,,NONE,F,45-41-42.9267N,164502.9267N,085-34-04.3015W,308044.3015W,666.3,,,45-41-39.4286N,164499.4286N,085-33-58.9103W,308038.9103W,664.2,522,668,,,,,,,N,TREES,,A(V),0,70,0,125L,32,312,,N,NONE,F,45-41-20.9432N,164480.9432N,085-33-30.4240W,308010.4240W,668,,,45-41-24.7717N,164484.7717N,085-33-36.3225W,308016.3225W,666,571,666.3,,,,,,,N,TREES,,A(V),5,42,240,120L,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,3RD PARTY SURVEY,2011-07-20 00:00:00,,,,,,,,,,,,,
09555.1*A,MI,09/27,2512,30,ASPH-G,,,LOW,09,89,,N,BSC,G,45-43-13.3500N,164593.3500N,085-31-31.9600W,307891.9600W,652,,,,,,,,,,,,N,,N,N,N,TREES,,A(V),0,40,201,0B,27,269,,N,BSC,G,45-43-13.7800N,164593.7800N,085-30-56.5600W,307856.5600W,659,,,,,,,,,,,,N,,N,N,N,ROAD,,A(V),0,15,201,55L,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,,,,,,,,,,,,,
09555.1*A,MI,17/35,3500,140,TURF-F,,,,17,173,,,,P,45-43-36.0200N,164616.0200N,085-31-11.6900W,307871.6900W,654,,,,,,,,,,,,N,,N,N,N,TREE,,A(V),18,20,360,12L,35,353,,,,P,45-43-01.7200N,164581.7200N,085-31-05.6800W,307865.6800W,658,,,,,,,,,,,,N,,N,N,N,TREES,,A(V),0,67,10,0B,,,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,FAA OE/AAA,2019-07-19 00:00:00,FAA OE/AAA,2019-07-19 00:00:00,,,,,,,,,,,,,,,,,,,
09562.*A,MI,02/20,5003,100,ASPH-F,,,MED,02,17,,N,PIR,G,44-58-55.3155N,161935.3155N,085-12-04.4685W,306724.4685W,621.6,45,3,,,,,,,622.9,P4L,,N,,Y,N,N,TREE,,C,26,58,1721,0B,20,197,,N,PIR,G,44-59-42.4406N,161982.4406N,085-11-43.6234W,306703.6234W,617.5,45,3.25,,,,,,,622.2,P2L,,N,,Y,N,N,TREES,,B(V),30,89,2895,384L,3RD PARTY SURVEY,2018-11-16 00:00:00,38,55,,,,,3RD PARTY SURVEY,2018-11-16 00:00:00,3RD PARTY SURVEY,2018-11-16 00:00:00,,,,,3RD PARTY SURVEY,2018-11-16 00:00:00,,,,,,,,,,,,,,,,3RD PARTY SURVEY,2018-11-16 00:00:00,3RD PARTY SURVEY,2018-11-16 00:00:00,,,,,3RD PARTY SURVEY,2018-11-16 00:00:00,,,,,,,,,,,,,
